CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_TO_LIMIT_RATIO,PAYMENT_TO_MIN_PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_CASH_ADVANCE,MONTHLY_AVG_PAYMENTS,CASH_ADVANCE_SHARE,PURCHASE_TYPE,IS_FULL_PAYER,HIGH_LIMIT_TIER
C12974,2809.125422,1.0,65.5,65.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,534.051634,1900.025531,0.0,12,0.9363751375454161,0.281076028966918,5.458333333333333,0.0,44.504302833333334,0.0,One_Off_Only,0,0
C12975,1305.724538,1.0,509.88,0.0,509.88,93.018864,1.0,0.0,1.0,0.083333,1,24,1200.0,913.23046,1929.692587,0.0,12,1.0881037725991352,0.4732517818743542,42.49,7.7515719999999995,76.10253833333333,0.15428601381000423,Installments_Only,0,0
C12976,258.148852,1.0,433.2,0.0,433.2,0.0,1.0,0.0,1.0,0.0,0,24,6000.0,229.824503,162.312596,0.0,12,0.04302480859495865,1.4159374842395172,36.1,0.0,19.152041916666665,0.0,Installments_Only,0,1
C12977,162.722336,1.0,222.7,94.7,128.0,0.0,0.5,0.166667,0.333333,0.0,0,8,4250.0,367.719858,166.661302,0.0,12,0.03828760838049975,2.206390034899041,18.558333333333334,0.0,30.6433215,0.0,Both,0,0
C12978,4007.610043,1.0,83.0,83.0,0.0,9003.084705,0.083333,0.083333,0.0,0.25,12,1,10000.0,1308.070478,1221.251121,0.0,12,0.400761003899239,1.0710904946543711,6.916666666666667,750.2570587499999,109.00587316666667,0.9908651512061101,One_Off_Only,0,1
C12979,11.759081,0.181818,100.94,0.0,100.94,0.0,0.166667,0.0,0.166667,0.0,0,2,6000.0,567.062237,134.693402,0.666667,12,0.001959846830066922,4.2100220684883976,8.411666666666667,0.0,47.25518641666667,0.0,Installments_Only,1,1
C12980,1384.008582,1.0,0.0,0.0,0.0,102.319161,0.0,0.0,0.0,0.166667,1,0,1500.0,183.35091,212.446542,0.0,6,0.9226723818488508,0.8630448848141343,0.0,17.0531935,30.558485,0.9999999022666045,No_Purchases,0,0
C12981,6980.228444,1.0,4400.0,4000.0,400.0,913.382295,0.333333,0.083333,0.333333,0.083333,1,5,10000.0,1530.593874,1596.221236,0.0,12,0.6980228437019772,0.958885792201766,366.6666666666667,76.11519125,127.54948949999999,0.17190223525615478,Both,0,1
C12982,2964.124423,1.0,118.05,0.0,118.05,157.301178,0.083333,0.0,0.083333,0.25,4,2,3000.0,359.886515,17563.48542,0.0,12,0.9880414710398617,0.02049060913531899,9.8375,13.1084315,29.990542916666666,0.5712747387892149,Installments_Only,0,0
C12983,78.287038,1.0,1045.76,63.2,982.56,0.0,1.0,0.083333,1.0,0.0,0,25,7000.0,944.999337,133.973858,0.4,12,0.011183862555451625,7.053609417323085,87.14666666666666,0.0,78.74994475,0.0,Both,1,1
C12984,1307.937701,1.0,1280.58,237.4,1043.18,0.0,0.833333,0.083333,0.833333,0.0,0,28,1800.0,544.411381,337.179545,0.0,12,0.7266320520742664,1.6146037709789374,106.71499999999999,0.0,45.367615083333334,0.0,Both,0,0
C12985,27.93791,0.727273,205.92,0.0,205.92,0.0,0.666667,0.0,0.666667,0.0,0,24,1200.0,327.268542,110.286711,0.181818,12,0.023281591472653403,2.9674337856141357,17.16,0.0,27.272378500000002,0.0,Installments_Only,1,0
C12986,77.305919,0.727273,171.06,0.0,171.06,0.0,0.5,0.0,0.5,0.0,0,6,1500.0,329.587528,148.763367,0.0,12,0.051537278989751474,2.2155152339678335,14.255,0.0,27.465627333333334,0.0,Installments_Only,0,0
C12987,807.091888,1.0,1272.53,356.64,915.89,0.0,1.0,0.5,1.0,0.0,0,66,6000.0,2274.388713,227.352478,0.25,12,0.1345153144424745,10.003799531764965,106.04416666666667,0.0,189.53239274999999,0.0,Both,1,1
C12988,5423.576453,1.0,1672.55,107.89,1564.66,2768.037239,1.0,0.083333,1.0,0.166667,9,40,8500.0,2411.575976,4716.185183,0.0,12,0.6380678172493319,0.5113403900210245,139.37916666666666,230.6697699166667,200.96466466666666,0.6233493643489044,Both,0,1
C12989,1290.524209,1.0,1518.26,1024.83,493.43,39.054692,1.0,0.333333,0.916667,0.083333,1,22,1700.0,294.227995,383.572166,0.0,12,0.7591318831815771,0.7670733525781079,126.52166666666666,3.254557666666667,24.518999583333336,0.025078227252233316,Both,0,0
C12990,34.869037,1.0,356.32,0.0,356.32,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,286.841222,129.155038,0.571429,8,0.03486903665130963,2.220906007483347,44.54,0.0,35.85515275,0.0,Installments_Only,1,0
C12991,811.564879,1.0,558.08,492.04,66.04,0.0,0.583333,0.416667,0.166667,0.0,0,12,8500.0,694.594504,201.679842,0.0,12,0.09547822094649622,3.4440450898387214,46.50666666666667,0.0,57.88287533333334,0.0,Both,0,1
C12992,1109.109473,1.0,113.0,113.0,0.0,189.801109,0.1,0.1,0.0,0.1,1,2,2500.0,200.741855,234.552176,0.0,10,0.4436437874254248,0.8558515630291332,11.3,18.9801109,20.0741855,0.6268177265223382,One_Off_Only,0,0
C12993,969.034643,1.0,50.85,50.85,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,256.061264,309.02637,0.0,12,0.8075288624372594,0.8286064898407703,4.2375,0.0,21.338438666666665,0.0,One_Off_Only,0,0
C12994,80.167956,0.545455,1053.52,1053.52,0.0,0.0,0.416667,0.416667,0.0,0.0,0,12,3000.0,970.48092,67.064056,0.125,12,0.026722651910924492,14.470952596283082,87.79333333333334,0.0,80.87340999999999,0.0,One_Off_Only,1,0
C12995,607.912561,1.0,205.84,205.84,0.0,1076.492197,0.25,0.25,0.0,0.25,3,3,6000.0,258.631069,202.93187,0.0,12,0.10131875999780207,1.27447234510418,17.153333333333332,89.70768308333334,21.552589083333334,0.8394799655843005,One_Off_Only,0,1
C12996,0.0,0.0,199.73,22.0,177.73,0.0,0.454545,0.090909,0.454545,0.0,0,6,9000.0,5557.460834,312.343947,0.0,11,0.0,17.79275926250752,18.157272727272726,0.0,505.2237121818182,0.0,Both,0,1
C12997,1758.703148,1.0,3955.35,3502.36,452.99,0.0,0.916667,0.916667,0.166667,0.0,0,29,7500.0,3561.755293,395.409663,0.0,12,0.23449375275400836,9.007759638191756,329.6125,0.0,296.8129410833333,0.0,Both,0,1
C12998,169.062888,1.0,1556.66,209.33,1347.33,0.0,0.916667,0.083333,0.833333,0.0,0,23,1000.0,1234.677121,169.47941,0.25,12,0.16906288630937114,7.285115331407199,129.72166666666666,0.0,102.88976008333333,0.0,Both,1,0
C12999,268.577278,0.181818,0.0,0.0,0.0,5625.798427,0.0,0.0,0.0,0.083333,1,0,9000.0,34107.07499,761.962503,1.0,12,0.02984191974462009,44.762143029469485,0.0,468.8165355833333,2842.2562491666667,0.9999999982224745,No_Purchases,1,1
C13000,1431.670328,1.0,1020.76,0.0,1020.76,0.0,1.0,0.0,1.0,0.0,0,27,5000.0,524.610416,409.222015,0.0,12,0.2863340650273319,1.2819701383374955,85.06333333333333,0.0,43.717534666666666,0.0,Installments_Only,0,0
C13001,241.097264,1.0,790.6,63.9,726.7,0.0,1.0,0.083333,1.0,0.0,0,42,1500.0,478.948292,168.169675,0.166667,12,0.16073150826178995,2.8480061195333746,65.88333333333334,0.0,39.912357666666665,0.0,Both,1,0
C13002,1484.705242,1.0,2673.3,2272.02,401.28,4104.024116,0.916667,0.666667,1.0,0.5,29,26,5000.0,6169.78218,646.953153,0.0,12,0.2969410478061179,9.536675192049413,222.775,342.00200966666665,514.148515,0.6055522857842435,Both,0,0
C13004,54.80309,0.636364,462.32,0.0,462.32,0.0,0.583333,0.0,0.5,0.0,0,8,5000.0,422.709468,82.062989,0.454545,12,0.010960617978078764,5.151036071689264,38.526666666666664,0.0,35.225789,0.0,Installments_Only,1,0
C13005,1687.570137,1.0,162.04,73.04,89.0,0.0,0.25,0.083333,0.166667,0.0,0,4,1800.0,331.015115,919.874346,0.0,12,0.9375389597914502,0.3598481823532865,13.503333333333332,0.0,27.584592916666665,0.0,Both,0,0
C13006,1182.045732,1.0,130.0,70.0,60.0,0.0,0.416667,0.166667,0.166667,0.0,0,5,1200.0,279.439759,293.907914,0.0,12,0.9850381017913492,0.9507731373720976,10.833333333333334,0.0,23.286646583333333,0.0,Both,0,0
C13007,2304.087171,1.0,0.0,0.0,0.0,3511.369006,0.0,0.0,0.0,0.166667,3,0,3000.0,3004.655015,586.763635,0.083333,12,0.7680290544399031,5.120724572157158,0.0,292.6140838333333,250.38791791666665,0.9999999971521079,No_Purchases,0,0
C13008,8030.872986,1.0,0.0,0.0,0.0,4904.289845,0.0,0.0,0.0,0.833333,50,0,8500.0,5467.375109,2135.03681,0.0,12,0.9448085854766959,2.560787269701512,0.0,408.69082041666667,455.61459241666665,0.9999999979609688,No_Purchases,0,1
C13009,1.151323,0.181818,60.3,60.3,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,697.573197,312.343947,0.0,12,0.0009594358253380349,2.2333494257422117,5.0249999999999995,0.0,58.131099750000004,0.0,One_Off_Only,0,0
C13011,188.701762,0.454545,900.45,900.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,1002.783773,74.503021,0.0,12,0.15725146702290443,13.459637273012422,75.03750000000001,0.0,83.56531441666667,0.0,One_Off_Only,0,0
C13012,2136.814161,1.0,0.0,0.0,0.0,2120.653422,0.0,0.0,0.0,0.333333,5,0,6000.0,1164.792197,527.241747,0.0,12,0.3561356929064405,2.209218411735169,0.0,176.7211185,97.06601641666667,0.9999999952844723,No_Purchases,0,1
C13013,1747.858092,1.0,3048.4,2500.8,547.6,119.336811,0.75,0.666667,0.333333,0.083333,1,30,3000.0,1390.388571,403.49587,0.0,12,0.5826193620579354,3.4458556825908606,254.03333333333333,9.94473425,115.86571425,0.03767257753512724,Both,0,0
C13014,2637.334329,1.0,0.0,0.0,0.0,1204.068667,0.0,0.0,0.0,0.583333,14,0,3000.0,525.003763,994.387979,0.0,12,0.8791114400696284,0.5279667180292139,0.0,100.33905558333333,43.75031358333334,0.9999999916948259,No_Purchases,0,0
C13015,499.437461,1.0,0.0,0.0,0.0,496.939698,0.0,0.0,0.0,0.083333,1,0,1200.0,956.458532,216.205066,0.0,12,0.416197880698351,4.423848642665541,0.0,41.4116415,79.70487766666666,0.9999999798768345,No_Purchases,0,0
C13016,21.32716,1.0,309.74,0.0,309.74,0.0,1.0,0.0,1.0,0.0,0,19,8500.0,444.809305,142.818479,0.454545,12,0.0025090776441069676,3.11450784919031,25.811666666666667,0.0,37.06744208333333,0.0,Installments_Only,1,1
C13017,1534.294061,1.0,6508.72,3342.9,3165.82,0.0,1.0,0.25,1.0,0.0,0,44,6000.0,4954.001262,379.022468,0.0,12,0.25571567640714055,13.070468242783216,542.3933333333333,0.0,412.8334385,0.0,Both,0,1
C13018,61.954938,1.0,477.42,0.0,477.42,0.0,1.0,0.0,1.0,0.0,0,36,6000.0,584.052195,165.016896,0.583333,12,0.010325822982790295,3.5393476290241437,39.785000000000004,0.0,48.67101625,0.0,Installments_Only,1,1
C13019,1294.324002,1.0,0.0,0.0,0.0,101.183886,0.0,0.0,0.0,0.083333,1,0,1500.0,495.527043,393.227405,0.0,12,0.862882662247449,1.2601538552442995,0.0,8.4319905,41.29392025,0.9999999011700439,No_Purchases,0,0
C13020,657.831607,1.0,612.25,0.0,612.25,1422.284696,1.0,0.0,1.0,0.083333,1,20,1500.0,2223.160653,170.167003,0.142857,12,0.4385544017429706,13.06458057767048,51.020833333333336,118.52372466666667,185.26338775,0.699071238158569,Installments_Only,1,0
C13021,2708.9687,1.0,0.0,0.0,0.0,1655.456304,0.0,0.0,0.0,0.166667,4,0,3000.0,647.36814,587.545978,0.0,12,0.9029895636567014,1.101816969602046,0.0,137.954692,53.947345000000006,0.9999999939593694,No_Purchases,0,0
C13022,689.764098,0.818182,0.0,0.0,0.0,2289.78885,0.0,0.0,0.0,0.416667,8,0,1800.0,2476.929255,202.931859,0.0,12,0.3832022745377651,12.205718437452521,0.0,190.81573749999998,206.41077125,0.9999999956327851,No_Purchases,0,0
C13023,6329.586806,0.714286,0.0,0.0,0.0,5489.844176,0.0,0.0,0.0,0.571429,6,0,14600.0,18091.01347,1513.375079,0.25,7,0.4335333425797717,11.954084351919713,0.0,784.2634537142857,2584.430495714286,0.9999999981784548,No_Purchases,1,1
C13024,4446.40675,1.0,0.0,0.0,0.0,245.067148,0.0,0.0,0.0,0.083333,1,0,5000.0,1193.527453,2042.217585,0.0,12,0.8892813482214373,0.5844271716795192,0.0,20.422262333333332,99.46062108333332,0.9999999591948587,No_Purchases,0,0
C13025,1173.662921,0.818182,0.0,0.0,0.0,1422.490362,0.0,0.0,0.0,0.083333,1,0,1800.0,238.582391,258.649795,0.0,12,0.6520349524886948,0.922414733697557,0.0,118.5408635,19.881865916666666,0.9999999929700755,No_Purchases,0,0
C13026,21.881488,1.0,168.08,0.0,168.08,0.0,0.666667,0.0,0.666667,0.0,0,8,1500.0,197.731378,156.052167,0.545455,12,0.01458765856941561,1.2670850340011597,14.006666666666668,0.0,16.477614833333334,0.0,Installments_Only,1,0
C13027,1518.638794,0.727273,0.0,0.0,0.0,5187.029833,0.0,0.0,0.0,0.25,12,0,5500.0,6744.953537,1158.232955,0.125,12,0.27611614386160704,5.823486069574959,0.0,432.2524860833333,562.0794614166667,0.9999999980721145,No_Purchases,1,1
C13028,1061.439175,1.0,0.0,0.0,0.0,137.757459,0.0,0.0,0.0,0.083333,1,0,1200.0,446.265741,238.961902,0.0,12,0.884532638462228,1.867518288856008,0.0,11.47978825,37.18881175,0.9999999274086546,No_Purchases,0,0
C13029,1579.728772,1.0,0.0,0.0,0.0,124.941315,0.0,0.0,0.0,0.083333,1,0,1800.0,464.305701,482.666125,0.0,12,0.8776270906798495,0.9619603848942085,0.0,10.41177625,38.69214175,0.9999999199624303,No_Purchases,0,0
C13031,6.149295,0.181818,169.01,0.0,169.01,0.0,0.25,0.0,0.25,0.0,0,3,10000.0,731.852542,128.525835,0.666667,12,0.0006149294993850706,5.694205254981984,14.084166666666667,0.0,60.98771183333333,0.0,Installments_Only,1,1
C13032,2848.735428,1.0,95.67,95.67,0.0,272.559361,0.083333,0.083333,0.0,0.083333,1,1,5500.0,679.138272,892.599825,0.0,12,0.5179518950582693,0.7608541312356394,7.9725,22.713280083333334,56.594856,0.7401890844823457,One_Off_Only,0,1
C13033,32.215585,1.0,0.0,0.0,0.0,758.123122,0.0,0.0,0.0,0.083333,3,0,7500.0,838.652563,216.581883,0.083333,12,0.004295411327606118,3.872219193319175,0.0,63.17692683333333,69.88771358333334,0.9999999868095306,No_Purchases,0,1
C13034,5823.907919,1.0,0.0,0.0,0.0,3225.842654,0.0,0.0,0.0,0.666667,24,0,9500.0,1214.067137,1515.023913,0.0,12,0.6130429381967969,0.8013517929115895,0.0,268.82022116666667,101.17226141666667,0.9999999969000347,No_Purchases,0,1
C13035,978.567283,1.0,1401.54,0.0,1401.54,0.0,1.0,0.0,1.0,0.0,0,14,4500.0,1769.181653,302.284864,0.0,12,0.21745939573897913,5.852696595728439,116.795,0.0,147.43180441666667,0.0,Installments_Only,0,0
C13036,1588.447753,1.0,825.96,825.96,0.0,913.94708,0.333333,0.333333,0.0,0.166667,4,4,4000.0,258.557194,308.812474,0.0,6,0.3971119372572201,0.8372627642864334,137.66,152.32451333333333,43.09286566666666,0.5252849909359241,One_Off_Only,0,0
C13037,1530.883538,1.0,964.67,964.67,0.0,0.0,0.3,0.3,0.0,0.0,0,10,3000.0,288.366557,605.921914,0.0,10,0.5102945109656849,0.47591372019738964,96.467,0.0,28.8366557,0.0,One_Off_Only,0,0
C13038,180.230777,0.818182,1653.91,997.1,656.81,0.0,0.75,0.666667,0.583333,0.0,0,35,11500.0,1785.782313,159.46795,0.555556,12,0.015672241464632832,11.198376858900057,137.82583333333335,0.0,148.81519275,0.0,Both,1,1
C13039,256.182628,0.181818,111.39,111.39,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,10000.0,16842.39187,751.683377,0.333333,12,0.02561826277438174,22.406231348571765,9.2825,0.0,1403.5326558333334,0.0,One_Off_Only,1,1
C13040,1794.484219,1.0,197.7,197.7,0.0,271.900257,0.25,0.25,0.0,0.083333,1,3,1950.0,587.264565,630.117605,0.0,12,0.9202483127166753,0.9319919821635203,16.474999999999998,22.65835475,48.93871375,0.5790036252257924,One_Off_Only,0,0
C13041,1103.988247,1.0,0.0,0.0,0.0,2070.856333,0.0,0.0,0.0,0.666667,13,0,6500.0,333.050357,283.564425,0.0,12,0.1698443454310087,1.1745138525570036,0.0,172.57136108333336,27.75419641666667,0.9999999951710797,No_Purchases,0,1
C13042,1783.622522,1.0,0.0,0.0,0.0,99.516488,0.0,0.0,0.0,0.083333,1,0,2000.0,453.767518,509.410087,0.0,12,0.8918112565409436,0.8907705612281965,0.0,8.293040666666666,37.813959833333335,0.9999998995141489,No_Purchases,0,0
C13043,3560.734141,1.0,0.0,0.0,0.0,1466.123982,0.0,0.0,0.0,0.083333,3,0,4000.0,886.116717,1055.467811,0.0,12,0.8901835330245411,0.8395487757840416,0.0,122.17699850000001,73.84305975,0.9999999931792946,No_Purchases,0,0
C13044,4751.340645,1.0,309.86,0.0,309.86,0.0,0.5,0.0,0.5,0.0,0,5,8600.0,5883.427252,1488.472099,0.0,12,0.552481469706417,3.952662073025112,25.82166666666667,0.0,490.28560433333337,0.0,Installments_Only,0,1
C13045,33.663794,1.0,585.6,0.0,585.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,578.786142,191.914428,0.916667,12,0.033663793663362064,3.0158551281066206,48.800000000000004,0.0,48.2321785,0.0,Installments_Only,1,0
C13046,124.739834,1.0,1004.3,0.0,1004.3,0.0,0.916667,0.0,0.833333,0.0,0,11,4000.0,970.981432,179.454519,1.0,12,0.0311849584220376,5.410737959140613,83.69166666666666,0.0,80.91511933333334,0.0,Installments_Only,1,0
C13047,2786.494499,1.0,0.0,0.0,0.0,1547.268611,0.0,0.0,0.0,0.25,5,0,8000.0,837.844106,916.41672,0.0,12,0.34831181193961025,0.9142610327508971,0.0,128.93905091666667,69.82034216666666,0.9999999935369981,No_Purchases,0,1
C13048,6538.064926,1.0,1554.42,193.1,1361.32,1329.288028,1.0,0.166667,1.0,0.5,10,69,7500.0,1213.586463,2575.138832,0.0,12,0.8717419889710107,0.47127030325769126,129.535,110.77400233333333,101.13220525000001,0.46096484473578314,Both,0,1
C13049,4360.032452,1.0,0.0,0.0,0.0,655.669266,0.0,0.0,0.0,0.833333,11,0,4500.0,1345.389329,1263.872069,0.0,12,0.9688960982913422,1.0644980226673717,0.0,54.6391055,112.11577741666667,0.9999999847484085,No_Purchases,0,0
C13050,1013.23312,0.909091,0.0,0.0,0.0,603.491005,0.0,0.0,0.0,0.272727,3,0,1200.0,535.726687,206.591708,0.0,11,0.8443609262969923,2.5931663291555567,0.0,54.862818636363635,48.702426090909086,0.999999983429745,No_Purchases,0,0
C13051,7215.745096,1.0,0.0,0.0,0.0,3682.382663,0.0,0.0,0.0,0.75,14,0,12000.0,1946.227099,1782.085048,0.0,12,0.6013120908322399,1.092106737702079,0.0,306.86522191666666,162.18559158333332,0.999999997284367,No_Purchases,0,1
C13052,2320.402196,1.0,436.0,0.0,436.0,3298.084294,0.5,0.0,0.416667,0.25,4,6,4000.0,4664.822102,858.092813,0.083333,12,0.5801005475497486,5.436267472429379,36.333333333333336,274.84035783333337,388.7351751666667,0.8832377700918667,Installments_Only,0,0
C13053,8791.161142,1.0,0.0,0.0,0.0,3706.755143,0.0,0.0,0.0,0.333333,4,0,12000.0,2244.627566,2916.278944,0.0,12,0.7325967612228361,0.7696889088477782,0.0,308.8962619166667,187.05229716666668,0.9999999973022227,No_Purchases,0,1
C13054,22.720976,0.545455,853.75,123.5,730.25,0.0,0.583333,0.166667,0.333333,0.0,0,8,6000.0,594.205112,45.492655,0.0,12,0.0037868293270219514,13.061558649070129,71.14583333333333,0.0,49.51709266666666,0.0,Both,0,1
C13056,1083.787792,1.0,110.0,110.0,0.0,342.027342,0.083333,0.083333,0.0,0.333333,7,1,1200.0,504.434613,438.752592,0.0,12,0.9031564858070293,1.1497017013701951,9.166666666666666,28.5022785,42.03621775,0.7566518718097396,One_Off_Only,0,0
C13057,3.744802,0.272727,154.5,154.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3800.0,178.897596,30.229283,0.0,12,0.0009854742079329626,5.9180211723774026,12.875,0.0,14.908133,0.0,One_Off_Only,0,0
C13058,5968.583246,1.0,22381.97,19150.02,3231.95,0.0,1.0,1.0,0.583333,0.0,0,87,14500.0,20343.28681,1966.191831,0.0,12,0.4116264304747404,10.346542176501687,1865.1641666666667,0.0,1695.2739008333335,0.0,Both,0,1
C13059,2249.367093,1.0,902.43,902.43,0.0,0.0,0.5,0.5,0.0,0.0,0,10,2500.0,789.29843,705.466936,0.0,12,0.8997468336010125,1.1188312003493925,75.2025,0.0,65.77486916666668,0.0,One_Off_Only,0,0
C13060,326.648686,1.0,1086.16,188.0,898.16,0.0,1.0,0.166667,1.0,0.0,0,17,7000.0,2579.973654,191.872793,0.666667,12,0.046664097933337007,13.446270725507668,90.51333333333334,0.0,214.9978045,0.0,Both,1,1
C13061,3481.400783,1.0,188.0,188.0,0.0,2747.982493,0.166667,0.166667,0.0,0.416667,10,2,8500.0,844.591086,1063.696942,0.0,12,0.4095765622240276,0.7940147655889871,15.666666666666666,228.99854108333332,70.3825905,0.9359669174431724,One_Off_Only,0,1
C13062,2237.238086,1.0,120.0,120.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,2500.0,343.102984,712.986387,0.0,8,0.8948952308204189,0.481219537208085,15.0,0.0,42.887873,0.0,One_Off_Only,0,0
C13063,1611.720259,1.0,955.59,873.85,81.74,0.0,0.916667,0.916667,0.083333,0.0,0,19,5000.0,703.220116,457.013405,0.0,12,0.3223440511553119,1.5387297022779955,79.63250000000001,0.0,58.60167633333333,0.0,Both,0,0
C13064,3294.951011,1.0,2923.07,2762.0,161.07,3801.850865,1.0,0.916667,0.583333,0.166667,2,35,13000.0,6320.790788,1002.946812,0.0,12,0.25345776988195556,6.302219269607497,243.58916666666667,316.8209054166667,526.7325656666667,0.5653376352922517,Both,0,1
C13065,1436.783799,1.0,258.86,25.52,233.34,143.228646,0.666667,0.083333,0.666667,0.083333,1,13,1500.0,662.396392,404.768221,0.0,12,0.9578558596142943,1.6364831557148567,21.57166666666667,11.9357205,55.199699333333335,0.3562116062284532,Both,0,0
C13066,78.44322,1.0,1367.73,0.0,1367.73,0.0,1.0,0.0,1.0,0.0,0,58,6000.0,1229.147513,164.423401,1.0,12,0.013073869978210216,7.47550184930782,113.9775,0.0,102.42895941666666,0.0,Installments_Only,1,1
C13067,3586.66025,1.0,342.0,177.0,165.0,5409.095889,0.333333,0.166667,0.166667,0.416667,18,5,6000.0,5949.072074,1315.504162,0.0,12,0.5977767073370388,4.522275337945488,28.5,450.75799075000003,495.7560061666666,0.9405330712604764,Both,0,1
C13068,1119.464067,1.0,0.0,0.0,0.0,748.241727,0.0,0.0,0.0,0.25,4,0,3000.0,1951.116757,334.301206,0.0,12,0.37315468775615096,5.836403409911618,0.0,62.35347725,162.59306308333333,0.9999999866353353,No_Purchases,0,0
C13069,190.872836,0.545455,3011.36,0.0,3011.36,0.0,0.5,0.0,0.416667,0.0,0,6,7500.0,2543.018081,70.915266,0.3,12,0.02544971143273372,35.859947594365984,250.9466666666667,0.0,211.9181734166667,0.0,Installments_Only,1,1
C13070,4881.395564,0.909091,849.78,849.78,0.0,0.0,0.454545,0.454545,0.0,0.0,0,7,11500.0,1097.471776,1314.593462,0.0,11,0.42446917910915727,0.8348373846177141,77.25272727272727,0.0,99.77016145454546,0.0,One_Off_Only,0,1
C13071,891.111576,0.909091,698.99,0.0,698.99,1208.994937,0.545455,0.0,0.454545,0.363636,13,6,1500.0,2152.76797,371.913747,0.125,11,0.5940743800395042,5.788352620685661,63.54454545454546,109.90863063636363,195.70617909090907,0.6336501443058816,Installments_Only,1,0
C13072,124.732546,0.818182,301.07,301.07,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5000.0,732.951933,133.935004,0.0,12,0.024946509150106985,5.4724445170103175,25.089166666666667,0.0,61.079327750000004,0.0,One_Off_Only,0,0
C13073,1820.216623,1.0,4877.66,2341.16,2536.5,0.0,1.0,1.0,1.0,0.0,0,154,4500.0,1297.994539,408.293375,0.166667,12,0.40449258199001653,3.179073153487412,406.47166666666664,0.0,108.16621158333334,0.0,Both,1,0
C13074,212.080181,1.0,618.0,333.0,285.0,0.0,0.5,0.083333,0.333333,0.0,0,7,6000.0,378.383325,169.341588,0.0,12,0.035346696774422176,2.234438138466132,51.5,0.0,31.53194375,0.0,Both,0,1
C13076,2135.406047,1.0,1600.09,1425.13,174.96,78.600122,0.833333,0.666667,0.25,0.083333,1,28,2500.0,699.818277,976.996811,0.0,12,0.8541624153833502,0.7162953470858837,133.34083333333334,6.550010166666667,58.318189749999995,0.04682229346660626,Both,0,0
C13077,523.329585,1.0,5819.46,4646.02,1173.44,0.0,1.0,1.0,1.0,0.0,0,114,6000.0,5279.91437,194.433112,0.916667,12,0.08722159735463067,27.155426584159876,484.955,0.0,439.9928641666667,0.0,Both,1,1
C13078,2655.715643,1.0,0.0,0.0,0.0,2179.449214,0.0,0.0,0.0,0.416667,7,0,3000.0,893.586488,637.350978,0.0,12,0.8852385447158715,1.4020320119124063,0.0,181.62076783333336,74.46554066666667,0.9999999954116847,No_Purchases,0,0
C13079,17.415068,0.727273,147.7,0.0,147.7,0.0,0.666667,0.0,0.666667,0.0,0,14,4000.0,177.088102,127.799107,0.181818,12,0.004353766989115583,1.3856754737984611,12.308333333333332,0.0,14.757341833333333,0.0,Installments_Only,1,0
C13080,347.577293,0.857143,26.8,26.8,0.0,470.846474,0.142857,0.142857,0.0,0.428571,11,1,500.0,28.654864,256.522546,0.0,7,0.6951545720969086,0.11170504631959151,3.8285714285714287,67.263782,4.093552,0.946146489804196,One_Off_Only,0,0
C13081,2201.533726,1.0,0.0,0.0,0.0,2719.782919,0.0,0.0,0.0,0.166667,4,0,3000.0,3436.911086,711.894455,0.083333,12,0.7338445728871847,4.827837909935147,0.0,226.64857658333335,286.4092571666667,0.9999999963232359,No_Purchases,0,0
C13082,169.850339,1.0,1693.03,39.0,1654.03,0.0,1.0,0.083333,0.916667,0.0,0,15,4000.0,1382.622524,181.773223,0.454545,12,0.04246258464384353,7.606304301139872,141.08583333333334,0.0,115.21854366666668,0.0,Both,1,0
C13083,1584.358415,1.0,0.0,0.0,0.0,440.692946,0.0,0.0,0.0,0.083333,1,0,4000.0,805.264643,452.084802,0.0,12,0.39608960275977595,1.7812247207278442,0.0,36.72441216666667,67.10538691666666,0.9999999773084642,No_Purchases,0,0
C13084,5030.927831,1.0,99.0,99.0,0.0,2999.769235,0.166667,0.166667,0.0,0.583333,10,2,6000.0,1144.381323,1143.067027,0.0,12,0.8384879704358534,1.0011497890827552,8.25,249.98076958333334,95.36511025,0.9680518289124816,One_Off_Only,0,1
